,Sum,Label,Max,Y_mass,More_than,weighted_sum,0,1,2,3,4,5,6,7
0,454.2676229358981,3.0,38.11052760588541,1680.1489780090901,2.0,3.1745669477185836,-0.036929347234468266,-17.766468485400416,-17.018658623637272,1.2071513207099334,18.063647825766587,-31.62576048590851,-10.060934547479695,2.1833103173387385
1,17.55253951285433,3.0,31.69371389352178,969.3421747651784,4.0,-1.6824330131657113,-1.0412660286675008,-8.554786363155456,8.165313944227767,-11.708533896540784,-17.459821882531482,0.31395454655415245,2.0604504599030418,2.7565336164849445
2,11.93229167631111,2.0,40.7078823169068,657.9706875406474,1.0,0.8505151713764372,1.0364374135876573,-8.35650495401511,2.4037365551915824,-23.017027122451864,-16.785428101938106,-2.5814642603367264,10.970786886160656,2.0823586362881716
3,-518.0261627172321,1.0,25.215292212060735,1049.1734168760174,3.0,-2.6789576141563103,-26.41581319285939,-4.462527203830177,21.3310100795381,19.765550823008407,5.8240355568898226,6.37504795686121,8.382721121715491,-3.6845093855876536
4,34.273708592168504,3.0,42.13015696757629,1217.8146244788304,4.0,0.3363085082270005,26.186517641139602,39.12896065014919,-15.008351349845427,13.697023099686357,10.377378393859491,27.429695215215816,-11.37432717342864,-3.5258447768489627
5,-728.6821428595738,2.0,10.574377295841806,251.53290020720294,2.0,-2.6484760438060526,-24.295167937918972,-1.2612721275782444,16.073736317248972,10.226079748242121,0.6440753501377521,2.309387854050441,5.143624220241924,-2.6237721751426215
6,1165.4050279415849,3.0,97.1821606962464,3716.0837927205284,2.0,5.685032855630505,14.764444976831644,5.924783123991058,-56.77923167514239,31.20122261372417,3.7338360869288363,-36.13316165610737,-6.150654697567091,-9.512864787860861
7,-764.1177576998296,2.0,4.334060079285111,134.90049915436757,2.0,-4.031902180993992,-23.37598241819998,-7.659717243464707,24.140278561408042,4.5104138668380145,-0.06685053873849721,3.6388494815702175,5.987135723032771,5.152179528433132
8,35.06446372588533,3.0,24.655925958850197,958.5004556794383,5.0,-1.0648282914576563,0.22803955678468427,-1.531519397225009,-14.411426024527831,-0.16015549734013604,-8.508114560623959,-17.49547609856063,3.6295392226833223,8.814009656467208
9,-556.9255434855343,1.0,28.376160499578397,347.7369793391531,2.0,-2.3105451678207722,-21.57785959335254,-9.062511196566541,31.101497843015434,-3.2556978726818113,-1.7365391477345058,8.547972693605347,7.811513466119413,1.054732513820385
10,-106.81172746888583,3.0,28.257436021646818,1123.23757852875,4.0,-1.7568139837515797,-3.2475338091124337,-27.417999813837657,9.520448594958458,-8.875391738810972,26.811432180282893,10.752949055067756,3.5721135682896756,-10.552670621363344
11,858.0017563071237,1.0,65.50217228087027,5437.060481814286,6.0,7.259512713038665,3.9309393476486267,4.303313328041041,-37.26933315796607,30.010662574862543,-19.191347860326573,-36.506323749582535,44.28007979170402,-16.42352162509579
12,-279.3076774117551,1.0,15.210008791505574,653.9752855480765,3.0,-1.9413091875836,-8.215546832903547,1.6905454266435433,23.115201076055097,-3.520143119078769,1.5206399128940558,13.051870548882787,-9.288728422244363,7.46560783535209
13,-85.9528436849435,2.0,25.43693018355909,938.9566577604925,4.0,1.0092356028874663,-3.016118802638091,1.227134255001002,13.222822253866397,-20.145500616933006,1.764582234577732,4.698551309060363,-18.61437435562901,-4.538515297589444
14,-301.4276285981465,3.0,11.070822353337448,362.1263397209484,7.0,-1.5768959806470866,-3.743550959288833,3.768842412782426,11.063839312298827,-7.54825976674812,-3.3481573472208126,7.996902234205334,-7.128315364064835,8.350812149245533
15,-621.1036859581762,1.0,7.237987251658623,118.37068781956482,1.0,-2.973239177878637,-9.22791711634588,5.26759715273184,18.689476930104906,1.1446537918040414,-2.5472782358846167,13.11828926845488,-5.587371470562128,8.61510142119855
16,-284.1373538786019,1.0,28.296636554422356,541.1733451896647,1.0,-1.6749577911268752,-4.696294570079915,1.1356674397819968,15.326869456316109,-4.723457257172816,1.944780346688899,12.117743559161687,-6.518335789835527,4.754369943402955
17,722.9114192099097,3.0,41.04178884776802,2233.6721293170835,4.0,5.582237744692469,47.576764359159526,21.890316020120853,-28.83429583122791,1.1313482994314936,-21.528676061772895,-11.234873914191116,5.735424940866743,-21.148078508791272
18,492.5803168570336,2.0,76.87891425019473,921.1489825942845,3.0,0.8453221405720079,25.865414266651403,-22.591004876472013,-11.392852735671708,-49.19602193824386,-13.572075493910983,-10.198759614855248,-1.1375917029396867,28.343574859782816
19,-142.61091493383128,1.0,62.31365277744762,1340.3999305273292,1.0,-1.3097024068241911,-15.568498061237618,0.9404424912494532,9.202582360430272,17.192398947974723,8.047509472622792,2.925592971429003,3.4912948034028175,-3.9735844235307938
20,293.53915293610174,3.0,36.10178731563764,2056.9302216642677,4.0,1.695805997840879,26.848344050739172,8.945842366304305,-18.963515589798483,-4.115890382734893,-19.891200098044454,17.923591426356296,-8.806193966747909,-9.314018292576177
21,-326.66376758894876,1.0,30.570548517635917,922.741853353121,1.0,-2.2412459904847966,-21.775648404365377,-10.534991926721014,9.950665439430631,4.042064167224295,23.422367880637363,-5.109451961944519,-11.808410482653187,-0.8507590531072419
22,-147.55569764508908,3.0,38.11662431081331,616.7753704886175,1.0,-0.055634255067638555,-6.18590853567974,6.46552581879467,6.685417065062232,7.154751317085202,5.043953182835527,2.8145025410335243,-1.7933602167165934,-9.613720200583577
23,-195.87472657260975,2.0,21.844581135872755,1041.2369789360466,3.0,-1.602689504715595,-20.310819016601087,-5.49367854077896,12.216475422658748,16.259073803689688,16.800642529871453,2.399997813943706,0.9361662777600122,-1.096960086905265
24,-545.6271699564068,0.0,0.26041012024456955,93.5750628690308,4.0,-2.325938944298739,-16.98450659787983,-0.3327052387891511,11.208766401588756,8.935779627720073,2.052792766213652,3.1946423809161812,7.288539140312398,7.8118397428295205
25,432.2865580481056,2.0,74.77121681803102,1859.2507285117476,3.0,1.1946570340437597,1.8562862779353024,-2.276549865457934,-21.584056248265284,-24.239612266275415,7.4862185508828265,-30.563614230345625,-7.7746899998010015,-2.7863169477104663
